trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
13,"[{'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 15239.199999988079, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 9.36}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 15239.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.71}]",15237.59999999404,1669837750345,fruitsalad,kiwi,9.36,8.71,-0.6499999999999986,,fruitsalad,425.5,426,425.70000000298023,True,u,16177.39999999106,939.7999999970198,1669837751285,940,HRV,HRV_0272,2022-11-30 19:51:52
14,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 16179.59999999404, 'positionName': 'LEFT', 'positionCoords': [327.28, 155.5], 'bid': 7.65}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 16180.09999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 7.05}]",16177.89999999106,1669837751286,cherries,eggs,7.65,7.05,-0.6000000000000005,,eggs,363.90000000596046,364,364.40000000596046,True,i,17057.5,879.6000000089407,1669837752165,879,HRV,HRV_0272,2022-11-30 19:51:52
15,"[{'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 17059.79999999702, 'positionName': 'LEFT', 'positionCoords': [326.28, 156], 'bid': 8.43}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 17060.19999998808, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.9}]",17058.0,1669837752166,pear,orange slices,8.43,8.9,0.47000000000000064,,pear,411.19999998807907,411,411.59999999403954,True,u,17977.5,919.5,1669837753085,919,HRV,HRV_0272,2022-11-30 19:51:52
16,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 17979.79999999702, 'positionName': 'LEFT', 'positionCoords': [326.28, 155.5], 'bid': 8.22}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 17980.19999998808, 'positionName': 'RIGHT', 'positionCoords': [798.72, 155.5], 'bid': 8.63}]",17978.0,1669837753086,tacos,grilled chicken strips,8.22,8.63,0.41000000000000014,,grilled chicken strips,383.79999999701977,385,385.0,True,i,18877.5,899.5,1669837753985,899,HRV,HRV_0272,2022-11-30 19:51:52
17,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 18879.89999999106, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 7.96}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 18880.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 155.5], 'bid': 7.66}]",18878.0,1669837753986,sushi w_condiments,rigatoni,7.96,7.66,-0.2999999999999998,,sushi w_condiments,372.29999999701977,372,372.69999998807907,True,u,19756.39999999106,878.3999999910593,1669837754864,878,HRV,HRV_0272,2022-11-30 19:51:52
18,"[{'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 19758.19999998808, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 9.36}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 19758.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 9.24}]",19756.79999999702,1669837754864,fruitsalad,cocktailshrimp,9.36,9.24,-0.11999999999999922,,cocktailshrimp,292.20000000298023,293,292.59999999403954,True,i,20557.5,800.7000000029802,1669837755665,801,HRV,HRV_0272,2022-11-30 19:51:52
19,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 20560.5, 'positionName': 'LEFT', 'positionCoords': [326.28, 155.5], 'bid': 7.94}, {'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 20560.79999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 7.07}]",20558.59999999404,1669837755666,mango,shreddedwheatwithmilk,7.94,7.07,-0.8700000000000001,,mango,295.90000000596046,297,296.79999999701977,True,u,21375.39999999106,816.7999999970198,1669837756483,817,HRV,HRV_0272,2022-11-30 19:51:52
20,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 21377, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 7.98}, {'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 21377.29999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.41}]",21375.69999998808,1669837756483,ice cream sundae 002,sweetpotato,7.98,8.41,0.4299999999999997,,ice cream sundae 002,100.90000000596046,102,101.40000000596046,True,u,21987.5,611.8000000119209,1669837757095,612,HRV,HRV_0272,2022-11-30 19:51:52
21,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 21990.09999999404, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 9.2}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 21990.29999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 155.5], 'bid': 9.28}]",21988.09999999404,1669837757096,froot loops w milk,rigatoni and sauce,9.2,9.28,0.08000000000000007,,rigatoni and sauce,396.79999999701977,397,397.20000000298023,True,i,22897.5,909.4000000059605,1669837758005,909,HRV,HRV_0272,2022-11-30 19:51:52
22,"[{'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 22899.69999998808, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 9.15}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 22900.39999999106, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.93}]",22898.0,1669837758006,burrito,olives,9.15,8.93,-0.22000000000000064,,burrito,281.09999999403954,282,281.8999999910593,True,u,23687.19999998808,789.1999999880791,1669837758795,789,HRV,HRV_0272,2022-11-30 19:51:52
23,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 23688.79999999702, 'positionName': 'LEFT', 'positionCoords': [327.28, 156.5], 'bid': 8.950000000000001}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 23689.19999998808, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.64}]",23687.59999999404,1669837758795,chicken nuggets2,strawberries,8.950000000000001,8.64,-0.3100000000000005,,strawberries,475,476,475.40000000596046,True,i,24672.09999999404,984.5,1669837759780,985,HRV,HRV_0272,2022-11-30 19:51:52
24,"[{'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 24673.79999999702, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 7.86}, {'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 24674.09999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 155.5], 'bid': 7.3}]",24672.5,1669837759780,turkey sandwich,raisin bran w milk,7.86,7.3,-0.5600000000000005,,turkey sandwich,217.8999999910593,219,218.29999999701977,True,u,25397.0,724.5,1669837760505,725,HRV,HRV_0272,2022-11-30 19:51:52
25,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 25400.29999999702, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 7.5}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 25401, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 7.43}]",25397.89999999106,1669837760506,granola w milk,bagel and cc,7.5,7.43,-0.07000000000000028,,bagel and cc,386.5,387,386.90000000596046,True,i,26297.59999999404,899.7000000029802,1669837761405,899,HRV,HRV_0272,2022-11-30 19:51:52
26,"[{'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 26300, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 9.15}, {'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 26300.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 8.03}]",26298.19999998808,1669837761406,burrito,omelette,9.15,8.03,-1.120000000000001,,burrito,377.30000001192093,378,377.80000001192093,True,u,27197.5,899.3000000119209,1669837762305,899,HRV,HRV_0272,2022-11-30 19:51:52
