trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,rt_perfnow,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 2283.4000000953674, 'positionName': 'LEFT', 'positionCoords': [327.28, 227.5], 'bid': 7.23}, {'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 2308.3000000715256, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227.5], 'bid': 0.03}]",21870.5,1669843974086,eggsalad,cantaloupe,7.23,0.03,-7.2,eggsalad,u,681.6000000238419,682,True,23068.600000023842,1198.1000000238419,1669843975284,1198,681.8000000715256,HRV,HRV_0303,2022-11-30 21:37:06
11,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 2333.7000000476837, 'positionName': 'LEFT', 'positionCoords': [327.28, 227.5], 'bid': 0}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 2346.8000000715256, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227.5], 'bid': 0}]",23068.800000071526,1669843975284,omelette,avocado,0.0,0.0,0.0,omelette,u,1179.6999999284744,1180,True,24752.200000047684,1683.3999999761581,1669843976968,1684,1180.1000000238419,HRV,HRV_0303,2022-11-30 21:37:06
12,"[{'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 2291.600000023842, 'positionName': 'LEFT', 'positionCoords': [328.28, 227.5], 'bid': 0.03}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 2352.3000000715256, 'positionName': 'RIGHT', 'positionCoords': [798.72, 226.5], 'bid': 0.1}]",24752.300000071526,1669843976968,cantaloupe,mango,0.03,0.1,0.07,mango,i,1345.8999999761581,1346,True,26608.5,1856.1999999284744,1669843978824,1856,1346.5,HRV,HRV_0303,2022-11-30 21:37:06
13,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 2375, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 0.13}, {'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 2389.3000000715256, 'positionName': 'RIGHT', 'positionCoords': [798.72, 226.5], 'bid': 5.44}]",26608.700000047684,1669843978824,sushi w_condiments,salad w chicken,0.13,5.44,5.3100000000000005,salad w chicken,i,892.7000000476837,893,True,28002.900000095367,1394.2000000476837,1669843980218,1394,893.0,HRV,HRV_0303,2022-11-30 21:37:06
14,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 2390.9000000953674, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 7.83}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 2391.100000023842, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 7.01}]",28003.100000023842,1669843980219,mac & cheese,pear,7.83,7.01,-0.8200000000000003,mac & cheese,u,736.8000000715256,737,True,29250.700000047684,1247.6000000238419,1669843981466,1247,737.2000000476837,HRV,HRV_0303,2022-11-30 21:37:06
15,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 2420.100000023842, 'positionName': 'LEFT', 'positionCoords': [327.28, 226.5], 'bid': 10}, {'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 2420.9000000953674, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 8.75}]",29250.800000071526,1669843981466,grilled chicken strips,burrito,10.0,8.75,-1.25,burrito,i,966.6000000238419,967,True,30729.300000071526,1478.5,1669843982945,1479,966.8999999761581,HRV,HRV_0303,2022-11-30 21:37:06
16,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 2423.7000000476837, 'positionName': 'LEFT', 'positionCoords': [328.28, 227.5], 'bid': 7.87}, {'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 2428, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 7.86}]",30729.5,1669843982945,burger,chickenfingers,7.87,7.86,-0.009999999999999787,chickenfingers,i,1253.3000000715256,1254,True,32486.900000095367,1757.4000000953674,1669843984702,1757,1253.7000000476837,HRV,HRV_0303,2022-11-30 21:37:06
17,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 2239.7000000476837, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 7.96}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 2262.9000000953674, 'positionName': 'RIGHT', 'positionCoords': [798.72, 226.5], 'bid': 7.85}]",32487.100000023842,1669843984703,froot loops w milk,rigatoni,7.96,7.85,-0.11000000000000032,froot loops w milk,u,804.6000000238419,805,True,33797.0,1309.8999999761581,1669843986013,1310,805.1000000238419,HRV,HRV_0303,2022-11-30 21:37:06
18,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 2431.8000000715256, 'positionName': 'LEFT', 'positionCoords': [327.28, 227.5], 'bid': 8.89}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 2389.9000000953674, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 7.83}]",33797.300000071526,1669843986013,luckycharms,mac & cheese,8.89,7.83,-1.0600000000000005,luckycharms,u,984.8999999761581,985,True,35292.90000009537,1495.6000000238419,1669843987508,1495,985.2999999523163,HRV,HRV_0303,2022-11-30 21:37:06
19,"[{'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 2462.5, 'positionName': 'LEFT', 'positionCoords': [328.28, 227.5], 'bid': 9.94}, {'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 2431.8000000715256, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 7.86}]",35293.0,1669843987509,turkey sandwich,chickenfingers,9.94,7.86,-2.079999999999999,turkey sandwich,u,842,842,True,36643.700000047684,1350.7000000476837,1669843988864,1355,842.3000000715256,HRV,HRV_0303,2022-11-30 21:37:06
20,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 2332.9000000953674, 'positionName': 'LEFT', 'positionCoords': [328.28, 227.5], 'bid': 7.76}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 2467.2000000476837, 'positionName': 'RIGHT', 'positionCoords': [798.72, 226.5], 'bid': 7.51}]",36643.800000071526,1669843988864,hotdog w must,rigatoni and sauce,7.76,7.51,-0.25,rigatoni and sauce,i,805.6000000238419,806,True,37951.0,1307.1999999284744,1669843990171,1307,806.0,HRV,HRV_0303,2022-11-30 21:37:06
21,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 2277.5, 'positionName': 'LEFT', 'positionCoords': [327.28, 226.5], 'bid': 4.38}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 2281, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227.5], 'bid': 5.87}]",37951.300000071526,1669843990171,cherries,chicken nuggets2,4.38,5.87,1.4900000000000002,chicken nuggets2,i,844,845,True,39304.800000071526,1353.5,1669843991525,1354,844.5,HRV,HRV_0303,2022-11-30 21:37:06
22,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 2462.7000000476837, 'positionName': 'LEFT', 'positionCoords': [327.28, 226.5], 'bid': 7.51}, {'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 2470.9000000953674, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227.5], 'bid': 7.6}]",39305.0,1669843991525,rigatoni and sauce,veggieswithdip,7.51,7.6,0.08999999999999986,veggieswithdip,i,1081.7000000476837,1082,True,40900.300000071526,1595.3000000715256,1669843993120,1595,1082.1000000238419,HRV,HRV_0303,2022-11-30 21:37:06
23,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 2472.9000000953674, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 7.13}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 2474.600000023842, 'positionName': 'RIGHT', 'positionCoords': [798.72, 226.5], 'bid': 5.54}]",40900.5,1669843993121,cocktailshrimp,lox,7.13,5.54,-1.5899999999999999,cocktailshrimp,u,1029.8000000715256,1030,True,42445.300000071526,1544.8000000715256,1669843994665,1544,1030.3000000715256,HRV,HRV_0303,2022-11-30 21:37:06
24,"[{'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 2339, 'positionName': 'LEFT', 'positionCoords': [328.28, 227], 'bid': 7.35}, {'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 2478.600000023842, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 8.45}]",42445.60000002384,1669843994666,orange slices,fried eggs,7.35,8.45,1.0999999999999996,orange slices,u,704.8999999761581,705,True,43657.800000071526,1212.2000000476837,1669843995878,1212,705.3000000715256,HRV,HRV_0303,2022-11-30 21:37:06
25,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 2419.9000000953674, 'positionName': 'LEFT', 'positionCoords': [327.28, 226.5], 'bid': 10}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 2286, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 7.87}]",43657.90000009537,1669843995878,grilled chicken strips,baked potato,10.0,7.87,-2.13,grilled chicken strips,u,1535.3999999761581,1536,True,45699.700000047684,2041.7999999523163,1669843997920,2042,1536.2999999523163,HRV,HRV_0303,2022-11-30 21:37:06
26,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 2287, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 7.890000000000001}, {'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 2542.3000000715256, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 4.3}]",45699.800000071526,1669843997920,bagel and cc,popsicles,7.890000000000001,4.3,-3.5900000000000007,bagel and cc,u,752.2999999523163,753,True,46961.300000071526,1261.5,1669843999181,1261,752.6999999284744,HRV,HRV_0303,2022-11-30 21:37:06
