trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
49,"[{'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 49, 'loaded': True, 'loadedTime': 5669, 'positionName': 'LEFT', 'positionCoords': [82.52, 179], 'bid': 9.76}, {'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 49, 'loaded': True, 'loadedTime': 5591, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 8.96}]",214041,1669831314802,orange slices,ice cream sundae 002,9.76,8.96,-0.7999999999999989,NaN,NaN,NaN,NaN,False,218068,4027,1669831318829,4027,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 214975, 'date time': 1669831315736}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 214990, 'date time': 1669831315751}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 217240, 'date time': 1669831318001}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 217388, 'date time': 1669831318149}]",HRV,HRV_0126,2022-11-30 18:11:05
50,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 50, 'loaded': True, 'loadedTime': 5856, 'positionName': 'LEFT', 'positionCoords': [82.52, 179], 'bid': 9.27}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 50, 'loaded': True, 'loadedTime': 5669, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 9.76}]",218069,1669831318830,apple slices,orange slices,9.27,9.76,0.4900000000000002,NaN,NaN,NaN,NaN,False,222094,4025,1669831322855,4025,,HRV,HRV_0126,2022-11-30 18:11:05
51,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 51, 'loaded': True, 'loadedTime': 5478, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 9.96}, {'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 51, 'loaded': True, 'loadedTime': 5684, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 10}]",222095,1669831322856,blueberries,banana,9.96,10.0,0.03999999999999915,NaN,NaN,NaN,NaN,False,226103,4008,1669831326864,4008,,HRV,HRV_0126,2022-11-30 18:11:05
52,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 52, 'loaded': True, 'loadedTime': 5096, 'positionName': 'LEFT', 'positionCoords': [81.52, 179.5], 'bid': 8.41}, {'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 52, 'loaded': True, 'loadedTime': 5778, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 8.33}]",226105,1669831326866,luckycharms,raisin bran w milk,8.41,8.33,-0.08000000000000007,NaN,NaN,NaN,NaN,False,230132,4027,1669831330893,4027,,HRV,HRV_0126,2022-11-30 18:11:05
53,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 53, 'loaded': True, 'loadedTime': 5575, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 7.890000000000001}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 53, 'loaded': True, 'loadedTime': 5268, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 7.79}]",230132,1669831330893,mashed potato,pear,7.890000000000001,7.79,-0.10000000000000053,NaN,NaN,NaN,NaN,False,234168,4036,1669831334929,4036,,HRV,HRV_0126,2022-11-30 18:11:05
54,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 54, 'loaded': True, 'loadedTime': 5638, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 6.17}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 54, 'loaded': True, 'loadedTime': 5497, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 5.54}]",234168,1669831334929,sushi w_condiments,Tribe humus pita,6.17,5.54,-0.6299999999999999,NaN,NaN,NaN,NaN,False,238186,4018,1669831338947,4018,,HRV,HRV_0126,2022-11-30 18:11:05
55,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 55, 'loaded': True, 'loadedTime': 5684, 'positionName': 'LEFT', 'positionCoords': [81.52, 179.5], 'bid': 4.47}, {'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 55, 'loaded': True, 'loadedTime': 5841, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 4.04}]",238186,1669831338947,omelette,sweetpotato,4.47,4.04,-0.4299999999999997,NaN,NaN,NaN,NaN,False,242210,4024,1669831342971,4024,,HRV,HRV_0126,2022-11-30 18:11:05
56,"[{'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 56, 'loaded': True, 'loadedTime': 5684, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 10}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 56, 'loaded': True, 'loadedTime': 5934, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 9.92}]",242211,1669831342972,banana,strawberries,10.0,9.92,-0.08000000000000007,NaN,NaN,NaN,NaN,False,246227,4016,1669831346988,4016,,HRV,HRV_0126,2022-11-30 18:11:05
57,"[{'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 57, 'loaded': True, 'loadedTime': 5080, 'positionName': 'LEFT', 'positionCoords': [80.52, 179], 'bid': 9.21}, {'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 57, 'loaded': True, 'loadedTime': 5623, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 8.96}]",246228,1669831346989,yogurt no spoon,ice cream sundae 002,9.21,8.96,-0.25,NaN,NaN,NaN,NaN,False,250245,4017,1669831351006,4017,,HRV,HRV_0126,2022-11-30 18:11:05
58,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 58, 'loaded': True, 'loadedTime': 5221, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 6.95}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 58, 'loaded': True, 'loadedTime': 4994, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.62}]",250245,1669831351006,cocktailshrimp,granola w milk,6.95,6.62,-0.33000000000000007,NaN,NaN,NaN,NaN,False,254262,4017,1669831355023,4017,,HRV,HRV_0126,2022-11-30 18:11:05
59,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 59, 'loaded': True, 'loadedTime': 5747, 'positionName': 'LEFT', 'positionCoords': [82.52, 179], 'bid': 5.87}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 59, 'loaded': True, 'loadedTime': 5623, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.17}]",254262,1669831355023,roastedpotatoes,sushi w_condiments,5.87,6.17,0.2999999999999998,NaN,NaN,NaN,NaN,False,258286,4024,1669831359047,4024,,HRV,HRV_0126,2022-11-30 18:11:05
60,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 60, 'loaded': True, 'loadedTime': 5513, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 5.8}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 60, 'loaded': True, 'loadedTime': 5638, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.75}]",258290,1669831359052,hotdog w must,edamame,5.8,8.75,2.95,NaN,NaN,NaN,NaN,False,262308,4018,1669831363069,4017,,HRV,HRV_0126,2022-11-30 18:11:05
61,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 61, 'loaded': True, 'loadedTime': 5934, 'positionName': 'LEFT', 'positionCoords': [81.52, 178.5], 'bid': 6.34}, {'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 61, 'loaded': True, 'loadedTime': 5841, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 4.04}]",262308,1669831363069,grilled chicken strips,sweetpotato,6.34,4.04,-2.3,NaN,NaN,NaN,NaN,False,266332,4024,1669831367093,4024,,HRV,HRV_0126,2022-11-30 18:11:05
62,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 62, 'loaded': True, 'loadedTime': 5934, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 7.67}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 62, 'loaded': True, 'loadedTime': 5654, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.75}]",266332,1669831367093,olives,edamame,7.67,8.75,1.08,NaN,NaN,NaN,NaN,False,270360,4028,1669831371121,4028,,HRV,HRV_0126,2022-11-30 18:11:05
63,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 63, 'loaded': True, 'loadedTime': 5934, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 5.7}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 63, 'loaded': True, 'loadedTime': 5189, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 7.12}]",270362,1669831371123,blackbeanswithrice,turkey sandwich,5.7,7.12,1.42,NaN,NaN,NaN,NaN,False,274396,4034,1669831375157,4034,,HRV,HRV_0126,2022-11-30 18:11:05
64,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 64, 'loaded': True, 'loadedTime': 5127, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 5.87}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 64, 'loaded': True, 'loadedTime': 5950, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.78}]",274398,1669831375159,shreddedwheatwithmilk,froot loops w milk,5.87,8.78,2.9099999999999993,NaN,NaN,NaN,NaN,False,278424,4026,1669831379185,4026,,HRV,HRV_0126,2022-11-30 18:11:05
65,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 65, 'loaded': True, 'loadedTime': 5934, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 9.92}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 65, 'loaded': True, 'loadedTime': 5221, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.95}]",278425,1669831379186,strawberries,cocktailshrimp,9.92,6.95,-2.9699999999999998,NaN,NaN,NaN,NaN,False,282457,4032,1669831383218,4032,,HRV,HRV_0126,2022-11-30 18:11:05
66,"[{'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 66, 'loaded': True, 'loadedTime': 5205, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 7.77}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 66, 'loaded': True, 'loadedTime': 5950, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.78}]",282457,1669831383218,rigatoni,froot loops w milk,7.77,8.78,1.0099999999999998,NaN,NaN,NaN,NaN,False,286472,4015,1669831387233,4015,,HRV,HRV_0126,2022-11-30 18:11:05
67,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 67, 'loaded': True, 'loadedTime': 5747, 'positionName': 'LEFT', 'positionCoords': [82.52, 179], 'bid': 5.87}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 67, 'loaded': True, 'loadedTime': 5919, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 8.82}]",286472,1669831387233,roastedpotatoes,avocado,5.87,8.82,2.95,NaN,NaN,NaN,NaN,False,290491,4019,1669831391252,4019,,HRV,HRV_0126,2022-11-30 18:11:05
68,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 68, 'loaded': True, 'loadedTime': 5408, 'positionName': 'LEFT', 'positionCoords': [81.52, 179.5], 'bid': 3.73}, {'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 68, 'loaded': True, 'loadedTime': 5825, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.19}]",290492,1669831391253,chicken nuggets2,chickenfingers,3.73,6.19,2.4600000000000004,NaN,NaN,NaN,NaN,False,294507,4015,1669831395268,4015,,HRV,HRV_0126,2022-11-30 18:11:05
69,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 69, 'loaded': True, 'loadedTime': 5841, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 4.04}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 69, 'loaded': True, 'loadedTime': 5591, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 3.28}]",294508,1669831395269,sweetpotato,baked potato,4.04,3.28,-0.7600000000000002,NaN,NaN,NaN,NaN,False,298532,4024,1669831399293,4024,,HRV,HRV_0126,2022-11-30 18:11:05
70,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 70, 'loaded': True, 'loadedTime': 5872, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 6.5600000000000005}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 70, 'loaded': True, 'loadedTime': 4859, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 4.88}]",298533,1669831399294,kiwi,steak,6.5600000000000005,4.88,-1.6800000000000006,NaN,NaN,NaN,NaN,False,302560,4027,1669831403322,4028,,HRV,HRV_0126,2022-11-30 18:11:05
71,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 71, 'loaded': True, 'loadedTime': 5825, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 6.19}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 71, 'loaded': True, 'loadedTime': 5934, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 6.34}]",302560,1669831403322,chickenfingers,grilled chicken strips,6.19,6.34,0.14999999999999947,NaN,NaN,NaN,NaN,False,306583,4023,1669831407345,4023,,HRV,HRV_0126,2022-11-30 18:11:05
72,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 72, 'loaded': True, 'loadedTime': 5424, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 5.3500000000000005}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 72, 'loaded': True, 'loadedTime': 5950, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 5.7}]",306584,1669831407346,mac & cheese,blackbeanswithrice,5.3500000000000005,5.7,0.34999999999999964,NaN,NaN,NaN,NaN,False,310608,4024,1669831411370,4024,,HRV,HRV_0126,2022-11-30 18:11:05
73,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 73, 'loaded': True, 'loadedTime': 5252, 'positionName': 'LEFT', 'positionCoords': [81.52, 178.5], 'bid': 6.58}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 73, 'loaded': True, 'loadedTime': 5236, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.95}]",310608,1669831411370,cherries,cocktailshrimp,6.58,6.95,0.3700000000000001,NaN,NaN,NaN,NaN,False,314626,4018,1669831415388,4018,,HRV,HRV_0126,2022-11-30 18:11:05
74,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 74, 'loaded': True, 'loadedTime': 5950, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 5.7}, {'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 74, 'loaded': True, 'loadedTime': 5810, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.19}]",314628,1669831415390,blackbeanswithrice,chickenfingers,5.7,6.19,0.4900000000000002,NaN,NaN,NaN,NaN,False,318657,4029,1669831419419,4029,,HRV,HRV_0126,2022-11-30 18:11:05
75,"[{'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 75, 'loaded': True, 'loadedTime': 5638, 'positionName': 'LEFT', 'positionCoords': [82.52, 179], 'bid': 8.75}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 75, 'loaded': True, 'loadedTime': 5856, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.3}]",318657,1669831419419,edamame,cheerios,8.75,8.3,-0.4499999999999993,NaN,NaN,NaN,NaN,False,322688,4031,1669831423450,4031,,HRV,HRV_0126,2022-11-30 18:11:05
76,"[{'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 76, 'loaded': True, 'loadedTime': 5268, 'positionName': 'LEFT', 'positionCoords': [80.52, 179], 'bid': 7.79}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 76, 'loaded': True, 'loadedTime': 4978, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.4}]",322689,1669831423451,pear,cherry tomato,7.79,6.4,-1.3899999999999997,NaN,NaN,NaN,NaN,False,326719,4030,1669831427481,4030,,HRV,HRV_0126,2022-11-30 18:11:05
