success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,missTrial,missTrialMsg,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
,wl-rdm,10,62677,0.0-6.2-0.2,0.0,10.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,745.6000000238419,45.0,60.0,40.0,252.4915050303315,[],"[960, 600]",ColorTask,3.0,3.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,11,64993,0.0-6.3-0.3,0.0,11.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1043.8999999761581,63.0,60.0,40.0,210.38820800512576,[],"[960, 600]",ColorTask,2.0,4.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,12,67209,0.0-6.4-0.4,0.0,12.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,803.6000000238419,49.0,60.0,40.0,329.0771418994691,[],"[960, 600]",ColorTask,3.0,5.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,13,69559,0.0-6.5-0.5,0.0,13.0,,,,,,,[],False,,,,,,,56.4,0.0,i,1.0,False,1048.8999999761581,63.0,60.0,40.0,237.26220624030668,[],"[960, 600]",ColorTask,2.0,6.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,14,71709,0.0-6.6-0.6,0.0,14.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,815.5,49.0,60.0,40.0,265.52913242226765,[],"[960, 600]",ColorTask,3.0,7.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,15,73944,0.0-6.7-0.7,0.0,15.0,,,,,,,[],False,,,,,,,56.4,0.0,i,1.0,False,942.9000000953674,57.0,60.0,40.0,202.58367100519027,[],"[960, 600]",ColorTask,2.0,8.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,16,75993,0.0-6.8-0.8,0.0,16.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,780.3999999761581,47.0,60.0,40.0,217.0160281708504,[],"[960, 600]",ColorTask,3.0,9.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,17,78532,0.0-6.9-0.9,0.0,17.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1168.0,71.0,60.0,40.0,277.376904892283,[],"[960, 600]",ColorTask,2.0,10.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,18,80793,0.0-6.10-0.10,0.0,18.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,904.0,55.0,60.0,40.0,271.7789424498567,[],"[960, 600]",ColorTask,3.0,11.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,19,83193,0.0-6.11-0.11,0.0,19.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1125.5,68.0,60.0,40.0,213.00667903376254,[],"[960, 600]",ColorTask,2.0,12.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,20,85426,0.0-6.12-0.12,0.0,20.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,831.8999999761581,50.0,60.0,40.0,348.93598566112564,[],"[960, 600]",ColorTask,3.0,13.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,21,87510,0.0-6.13-0.13,0.0,21.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,719.3999999761581,44.0,60.0,40.0,292.33173667612596,[],"[960, 600]",ColorTask,4.0,14.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,22,89476,0.0-6.14-0.14,0.0,22.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,696.1999999284744,42.0,60.0,40.0,202.14075061977437,[],"[960, 600]",ColorTask,5.0,15.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,23,91776,0.0-6.15-0.15,0.0,23.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,1029.1999999284744,62.0,60.0,40.0,206.93448640229983,[],"[960, 600]",ColorTask,6.0,16.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,24,94376,0.0-6.16-0.16,0.0,24.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,1190.2000000476837,72.0,60.0,40.0,338.95252991621,[],"[960, 600]",ColorTask,7.0,17.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,25,96710,0.0-6.17-0.17,0.0,25.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,942.0,57.0,60.0,40.0,332.09251240455603,[],"[960, 600]",ColorTask,8.0,18.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,26,99093,0.0-6.18-0.18,0.0,26.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,1047.3000000715256,63.0,60.0,40.0,270.58055779297683,[],"[960, 600]",ColorTask,9.0,19.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,27,101327,0.0-6.19-0.19,0.0,27.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,752.3000000715256,46.0,60.0,40.0,392.48592443498336,[],"[960, 600]",ColorTask,10.0,20.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,28,103510,0.0-6.20-0.20,0.0,28.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,820.7999999523163,50.0,60.0,40.0,272.35009874590173,[],"[960, 600]",ColorTask,9.0,21.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,29,105827,0.0-6.21-0.21,0.0,29.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,861.6000000238419,52.0,60.0,40.0,385.90872315543606,[],"[960, 600]",ColorTask,10.0,22.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,30,107976,0.0-6.22-0.22,0.0,30.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,809.1000000238419,50.0,60.0,40.0,275.00142947723583,[],"[960, 600]",ColorTask,11.0,23.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,31,110110,0.0-6.23-0.23,0.0,31.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,846.1000000238419,51.0,60.0,40.0,221.8907821028387,[],"[960, 600]",ColorTask,12.0,24.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,32,112259,0.0-6.24-0.24,0.0,32.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,747.9000000953674,45.0,60.0,40.0,335.41452380751775,[],"[960, 600]",ColorTask,13.0,25.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,33,114327,0.0-6.25-0.25,0.0,33.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,771.0,47.0,60.0,40.0,200.0448178213821,[],"[960, 600]",ColorTask,12.0,26.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,34,116560,0.0-6.26-0.26,0.0,34.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,862.3999999761581,52.0,60.0,40.0,289.9226046049972,[],"[960, 600]",ColorTask,13.0,27.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,35,119044,0.0-6.27-0.27,0.0,35.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,1193.6000000238419,72.0,60.0,40.0,228.0725792823688,[],"[960, 600]",ColorTask,14.0,28.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,36,121794,0.0-6.28-0.28,0.0,36.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1482.3999999761581,89.0,60.0,40.0,211.9078526637867,[],"[960, 600]",ColorTask,13.0,29.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,37,123894,0.0-6.29-0.29,0.0,37.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,731.6000000238419,44.0,60.0,40.0,309.3896526729217,[],"[960, 600]",ColorTask,14.0,30.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,38,126427,0.0-6.30-0.30,0.0,38.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1213.8999999761581,73.0,60.0,40.0,264.1954839854859,[],"[960, 600]",ColorTask,13.0,31.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,39,128794,0.0-6.31-0.31,0.0,39.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,933.1999999284744,57.0,60.0,40.0,344.46220160810844,[],"[960, 600]",ColorTask,14.0,32.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,40,130944,0.0-6.32-0.32,0.0,40.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,687.8999999761581,42.0,60.0,40.0,368.1320407706293,[],"[960, 600]",ColorTask,15.0,33.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,41,133344,0.0-6.33-0.33,0.0,41.0,,,,,,,[],False,,,,,,,56.4,0.0,i,1.0,False,980.0,59.0,60.0,40.0,357.66573191805224,[],"[960, 600]",ColorTask,14.0,34.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,42,135361,0.0-6.34-0.34,0.0,42.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,670.8000000715256,41.0,60.0,40.0,254.7949790450349,[],"[960, 600]",ColorTask,15.0,35.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,43,137561,0.0-6.35-0.35,0.0,43.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,894.8000000715256,54.0,60.0,40.0,222.68825437813928,[],"[960, 600]",ColorTask,16.0,36.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,44,139894,0.0-6.36-0.36,0.0,44.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,913.5,55.0,60.0,40.0,344.3180093429488,[],"[960, 600]",ColorTask,17.0,37.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,45,142427,0.0-6.37-0.37,0.0,45.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,1173.9000000953674,71.0,60.0,40.0,278.78455658250834,[],"[960, 600]",ColorTask,18.0,38.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,46,144660,0.0-6.38-0.38,0.0,46.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,809.9000000953674,49.0,60.0,40.0,359.4879159174976,[],"[960, 600]",ColorTask,19.0,39.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,47,146861,0.0-6.39-0.39,0.0,47.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,835.1000000238419,51.0,60.0,40.0,270.7047285990899,[],"[960, 600]",ColorTask,20.0,40.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,48,149961,0.0-6.40-0.40,0.0,48.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,1703.6000000238419,103.0,60.0,40.0,325.4757552646558,[],"[960, 600]",ColorTask,21.0,41.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,49,152811,0.0-6.41-0.41,0.0,49.0,,,,,,,[],False,,,,,,,56.4,0.0,i,1.0,False,1371.2000000476837,83.0,60.0,40.0,392.63304676628206,[],"[960, 600]",ColorTask,20.0,42.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,50,155227,0.0-6.42-0.42,0.0,50.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,1115.0,67.0,60.0,40.0,247.09568376025447,[],"[960, 600]",ColorTask,21.0,43.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,51,157344,0.0-6.43-0.43,0.0,51.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,748.0,45.0,60.0,40.0,293.2260690973229,[],"[960, 600]",ColorTask,22.0,44.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,52,159394,0.0-6.44-0.44,0.0,52.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,716.5,43.0,60.0,40.0,262.0172315110428,[],"[960, 600]",ColorTask,23.0,45.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,53,161911,0.0-6.45-0.45,0.0,53.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,1036.2999999523163,63.0,60.0,40.0,386.8185930949013,[],"[960, 600]",ColorTask,24.0,46.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,54,164010,0.0-6.46-0.46,0.0,54.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,792.9000000953674,48.0,60.0,40.0,243.69425411339597,[],"[960, 600]",ColorTask,25.0,47.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,55,166444,0.0-6.47-0.47,0.0,55.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,1134.2000000476837,69.0,60.0,40.0,226.52110866471978,[],"[960, 600]",ColorTask,26.0,48.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,56,168411,0.0-6.48-0.48,0.0,56.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,659.6999999284744,40.0,60.0,40.0,242.23863373503417,[],"[960, 600]",ColorTask,25.0,49.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,57,171028,0.0-6.49-0.49,0.0,57.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,1255.6000000238419,76.0,60.0,40.0,273.5130298297096,[],"[960, 600]",ColorTask,24.0,50.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,58,173094,0.0-6.50-0.50,0.0,58.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,719.0,44.0,60.0,40.0,256.40232477096856,[],"[960, 600]",ColorTask,25.0,51.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,59,175511,0.0-6.51-0.51,0.0,59.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1065.1000000238419,64.0,60.0,40.0,268.75167432523824,[],"[960, 600]",ColorTask,24.0,52.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,60,177711,0.0-6.52-0.52,0.0,60.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,819.3999999761581,50.0,60.0,40.0,283.45262054652767,[],"[960, 600]",ColorTask,25.0,53.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,61,180361,0.0-6.53-0.53,0.0,61.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,1246.6000000238419,75.0,60.0,40.0,328.3441542047798,[],"[960, 600]",ColorTask,26.0,54.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,62,182528,0.0-6.54-0.54,0.0,62.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,876.7000000476837,53.0,60.0,40.0,228.00457669207898,[],"[960, 600]",ColorTask,27.0,55.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,63,185427,0.0-6.55-0.55,0.0,63.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,1589.3999999761581,96.0,60.0,40.0,220.49890759031794,[],"[960, 600]",ColorTask,28.0,56.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,64,188195,0.0-6.56-0.56,0.0,64.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,1421.8000000715256,86.0,60.0,40.0,266.1604184093594,[],"[960, 600]",ColorTask,29.0,57.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,65,190378,0.0-6.57-0.57,0.0,65.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,864.9000000953674,52.0,60.0,40.0,258.62404173047526,[],"[960, 600]",ColorTask,30.0,58.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,66,193595,0.0-6.58-0.58,0.0,66.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,1886.7000000476837,114.0,60.0,40.0,256.7750279698372,[],"[960, 600]",ColorTask,31.0,59.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,67,195795,0.0-6.59-0.59,0.0,67.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,809.8999999761581,49.0,60.0,40.0,320.51963690030004,[],"[960, 600]",ColorTask,32.0,60.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,68,197811,0.0-6.60-0.60,0.0,68.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,714.0999999046326,43.0,60.0,40.0,238.5798853497559,[],"[960, 600]",ColorTask,33.0,61.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,69,200962,0.0-6.61-0.61,0.0,69.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,1815.7999999523163,109.0,60.0,40.0,278.2046669226119,[],"[960, 600]",ColorTask,34.0,62.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,70,203462,0.0-6.62-0.62,0.0,70.0,,,,,,,[],False,,,,,,,56.4,0.0,i,1.0,False,1173.1000000238419,71.0,60.0,40.0,252.84666987145079,[],"[960, 600]",ColorTask,33.0,63.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,71,205361,0.0-6.63-0.63,0.0,71.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,597.2000000476837,36.0,60.0,40.0,217.43212997033862,[],"[960, 600]",ColorTask,34.0,64.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,72,207561,0.0-6.64-0.64,0.0,72.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,853.0,52.0,60.0,40.0,253.1629004768003,[],"[960, 600]",ColorTask,35.0,65.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,73,210094,0.0-6.65-0.65,0.0,73.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,1229.8000000715256,74.0,60.0,40.0,240.18326061404136,[],"[960, 600]",ColorTask,36.0,66.0,,,HRV,HRV_0259,2022-11-30 20:03:15
